"Número de serie","Planta","Número de artículo","Estado","Estado Molde","Captura","Vueltas MTO","peso masa","Peso resina cargada","Altura de pestaña molde","Creado","Modificado","Comentarios","Usuario activo","Vueltas","Vueltas desmanchado","Vueltas reparacion","Vueltas totales","Acabado","Tipo de molde","Aplicación modificada por","Creado por","Modificado por","modificadoDesde","Masa ADM"
"0124-25","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","False","36","7.5",,"50.00","1/3/2023 1:59 PM","3/17/2026 10:54 AM",,,"31","0","0","1,749","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0192-22","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"60.00","8/21/2024 1:11 PM","3/17/2026 10:54 AM",,,"13","0","0","508","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0192-24","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28",,,"50.00","9/25/2024 12:22 PM","3/17/2026 10:54 AM",,,"9","0","0","602","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0177-18","MS","MOLDE LAVAMANOS OSLO 48X38","Disponible","Activo","False","28",,,"20.00","1/9/2026 8:21 AM","3/17/2026 10:54 AM",,,"9","0","0","87","Brillante",,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Administrador Global","supabase",
"0081-05","MS","MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","Disponible","Activo","False","28","8.5",,"32.00","4/26/2021 2:25 PM","3/17/2026 10:54 AM",,,"7","0","0","1,595","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0081-07","MS","MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","Disponible","Activo","False","28","8.5",,"32.00","7/12/2022 4:57 PM","3/17/2026 10:54 AM",,,"19","0","0","1,372","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0178-06","MS","MOLDE LAVATRAPEROS PRO 46X36","Disponible","Activo","False","28",,,"40.00","5/21/2025 7:03 AM","3/17/2026 10:54 AM",,,"8","0","0","121","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"01149","MS","MOLDE LAVARROPAS ECO 80X60","Disponible","Activo","False","36","16.2",,"45.00","4/26/2021 2:26 PM","3/17/2026 10:54 AM",,,"1","0","0","231","Mate",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0192-17","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"60.00","4/1/2024 9:16 AM","3/17/2026 10:54 AM",,,"7","0","0","648","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0124-52","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","False","36",,,"35.00","10/3/2025 7:55 AM","3/17/2026 10:54 AM",,,"16","0","0","264","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0124-50","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","False","36",,,"50.00","7/8/2025 7:33 AM","3/17/2026 10:54 AM",,,"12","0","0","405","Mate",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0124-34","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","False","36","7.5",,"20.00","5/11/2023 2:48 PM","3/17/2026 10:54 AM",,,"9","0","0","1,549","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0177-10","MS","MOLDE LAVAMANOS OSLO 48X38","Disponible","Activo","Verdadero","28","6.2",,"30.00","7/2/2024 1:54 PM","3/17/2026 10:53 AM",,,"6","0","0","856","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0085-06","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","Activo","Verdadero","28","7.7",,"40.00","12/26/2023 3:01 PM","3/17/2026 10:53 AM",,,"11","0","0","656","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0085-10","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","Activo","False","28","9.5",,"40.00","3/11/2024 4:36 PM","3/17/2026 10:53 AM",,,"9","0","0","513","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"01152","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","Disponible","Activo","Verdadero","28","22.1",,"10.00","4/26/2021 2:26 PM","3/17/2026 10:52 AM",,,"3","0","0","241","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"01153","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","Disponible","Activo","Verdadero","28",,,"48.00","10/10/2025 7:49 AM","3/17/2026 10:52 AM",,,"5","0","0","161","Mate",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"00975","MS","MOLDE MESON ECO 120X55 BRILLANTE","Disponible","Activo","Verdadero","28","22",,"20.00","4/26/2021 2:25 PM","3/17/2026 10:52 AM",,,"15","0","0","251","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1162-11","MS","MOLDE MESON ECO 120X55 BRILLANTE","Disponible","Activo","Verdadero","28",,,"20.00","11/26/2025 1:10 PM","3/17/2026 10:51 AM",,,"13","0","0","20","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0124-23","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","Verdadero","36","7.5",,"30.00","12/15/2022 7:24 AM","3/17/2026 10:51 AM",,,"4","0","0","1,769","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0124-31","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","Verdadero","36","7.5",,"40.00","4/19/2023 3:30 PM","3/17/2026 10:43 AM",,,"7","0","0","1,533","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0192-18","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"60.00","3/18/2024 9:25 AM","3/17/2026 10:43 AM","Desmanchado",,"0","0","0","492","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0124-51","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","Verdadero","36",,,"4.00","9/22/2025 7:41 AM","3/17/2026 10:43 AM",,,"18","0","0","257","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0085-16","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","Activo","Verdadero","28",,,"30.00","9/26/2024 3:23 PM","3/17/2026 10:42 AM",,,"12","0","0","400","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0177-02","MS","MOLDE LAVAMANOS OSLO 48X38","Disponible","Activo","Verdadero","28","6.2",,"30.00","4/12/2024 12:24 PM","3/17/2026 10:42 AM",,,"23","0","0","903","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0177-08","MS","MOLDE LAVAMANOS OSLO 48X38","Disponible","Activo","Verdadero","28","6.2",,"35.00","6/26/2024 1:30 PM","3/17/2026 10:42 AM",,,"20","0","0","865","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0192-23","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"57.00","8/21/2024 1:12 PM","3/17/2026 10:42 AM","Desmanchado",,"0","0","0","467","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"226-03","MS","MOLDE LAVARROPAS VERSA 55X50","Disponible","Activo","Verdadero","28",,,"40.00","3/20/2025 12:22 PM","3/17/2026 10:41 AM",,,"18","0","0","59","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"202-13","MS","MOLDE LAVAMANOS ECO 40X30","Disponible","Activo","False","28","2.7",,"30.00","4/26/2021 2:26 PM","3/17/2026 10:25 AM",,,"2","0","0","1,106","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0124-43","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","Activo","False","36","7.5",,"40.00","1/22/2024 4:12 PM","3/17/2026 10:21 AM",,,"14","0","0","1,309","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0124-21","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","En reparación","Verdadero","36","7.5",,"45.00","7/29/2022 4:00 PM","3/17/2026 10:21 AM","Desmanchado",,"36","0","0","2,314","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0086-15","MS","MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","Disponible","Activo","False","28","13.4",,"50.00","10/2/2023 11:09 AM","3/17/2026 10:21 AM",,,"1","0","0","831","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"01147","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","Activo","False","36","12.3",,"45.00","4/26/2021 2:26 PM","3/17/2026 10:21 AM",,,"4","0","0","212","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1160-10","MS","MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","Disponible","Activo","False","28","24.1",,"10.00","9/1/2022 8:08 AM","3/17/2026 10:20 AM",,,"15","0","0","252","Brillante",,"Microsoft Power Platform","Sara María Aguilar Sierra","Administrador Global","supabase",
"1162-12","MS","MOLDE MESON ECO 120X55 BRILLANTE","Disponible","Activo","False","28",,,"30.00","12/9/2025 7:14 AM","3/17/2026 10:20 AM",,,"10","0","0","17","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0106-31","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","Activo","False","36","12.3",,"45.00","5/11/2023 3:44 PM","3/17/2026 10:18 AM",,,"7","0","0","1,022","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0106-35","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","Activo","False","36","12.3",,"45.00","10/24/2023 3:35 PM","3/17/2026 10:18 AM",,,"30","0","0","805","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"978","MS","MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","Disponible","Activo","Verdadero","28","24.1",,"30.00","7/17/2023 8:34 AM","3/17/2026 10:04 AM",,,"9","0","0","128","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"00976","MS","MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","Disponible","Activo","False","28","24",,"35.00","4/26/2021 2:25 PM","3/17/2026 10:02 AM",,,"9","0","0","56","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"216-02","MS","MOLDE MESON ECO 150X55 BRILLANTE PERF CUBIERTA","Disponible","En reparación","Verdadero","28","22.1",,"80.00","4/17/2023 3:39 PM","3/17/2026 10:01 AM","Desmanchado",,"20","0","0","406","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0124-53","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","En reparación","Verdadero","36",,,"10.00","10/15/2025 7:41 AM","3/17/2026 9:42 AM","Desmanchado",,"36","0","0","200","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0194-16","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","En reparación","Verdadero","28",,,"50.00","2/10/2025 8:02 AM","3/17/2026 9:41 AM",,,"0","0","0","413","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","supabase",
"01154","MS","MOLDE LAVARROPAS 48X51W BRILLANTE","Disponible","En reparación","Verdadero","28",,,"40.00","10/16/2025 8:34 AM","3/17/2026 9:40 AM",,,"0","0","0","142","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","supabase",
"1160-12","MS","MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","Disponible","En reparación","Verdadero","28","24.1",,"20.00","9/21/2022 4:04 PM","3/17/2026 9:39 AM",,,"0","0","0","185","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"0175-44","MS","MOLDE LAVAMANOS OSLO 48X43","Disponible","En reparación","Verdadero","28",,,"45.00","6/9/2025 8:20 AM","3/17/2026 9:39 AM",,,"0","0","0","316","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","supabase",
"0124-40","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","En reparación","Verdadero","36","7.5",,"40.00","10/24/2023 11:55 AM","3/17/2026 9:38 AM","Desmanchado",,"36","0","0","1,357","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0106-32","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","En reparación","Verdadero","36","12.3",,"45.00","5/11/2023 3:46 PM","3/17/2026 9:37 AM",,,"0","0","0","1,053","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"209-06","MS","MOLDE MESON COCINA 180X60 PERF-CUB V.2","Disponible","Activo","False","28",,,"44.50","2/20/2025 9:54 AM","3/17/2026 9:27 AM",,,"0","0","0","367","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0192-16","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"60.00","3/8/2024 8:02 AM","3/17/2026 9:19 AM",,,"1","0","0","727","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0192-21","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"30.00","6/17/2024 1:47 PM","3/17/2026 9:19 AM",,,"13","0","0","634","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0106-22","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","Activo","False","36","12.3",,"45.00","12/27/2022 11:27 AM","3/17/2026 9:19 AM",,,"5","0","0","1,056","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0106-28","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","En reparación","Verdadero","36","12.3",,"45.00","3/24/2023 8:06 AM","3/17/2026 9:13 AM",,,"0","0","0","879","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"0088-08","MS","MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","Disponible","En reparación","Verdadero","28","24",,"35.00","5/8/2023 2:12 PM","3/17/2026 9:10 AM","Desmanchado",,"0","0","0","478","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0177-06","MS","MOLDE LAVAMANOS OSLO 48X38","Disponible","En reparación","Verdadero","28","6.2",,"30.00","4/12/2024 12:28 PM","3/17/2026 9:08 AM",,,"0","0","0","768","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"1193-03","MS","MOLDE LAVAMANOS PARMA 79X48 BRILLANTE","Disponible","En reparación","Verdadero","28","8.1",,"20.00","4/26/2021 2:26 PM","3/17/2026 9:06 AM",,,"0","0","0","451","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","supabase",
"0142-04","MS","MOLDE BARRA COCINA 120X55 BRILLANTE - PERF-CUB","Disponible","Activo","False","28","15.1",,"50.00","4/26/2021 2:26 PM","3/17/2026 8:56 AM",,,"0","0","0","24","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0175-26","MS","MOLDE LAVAMANOS OSLO 48X43","Disponible","Activo","False","28","6.7",,"40.00","6/29/2023 12:11 PM","3/17/2026 8:54 AM",,,"0","0","0","1,169","Brillante",,"Microsoft Power Platform","Sara María Aguilar Sierra","Mantenimiento","sharepoint",
"225-03","MS","MOLDE LAVAMANOS DOHA VESSEL 45X33 BRILLANTE","Disponible","Activo","False","36","4.5",,"72.00","7/9/2024 11:43 AM","3/17/2026 8:51 AM",,,"0","0","0","127","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0106-27","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","Activo","False","36","12.3",,"45.00","3/22/2023 10:30 AM","3/17/2026 8:12 AM",,,"12","0","0","1,114","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"202-02","MS","MOLDE LAVAMANOS ECO 40X30","Disponible","Activo","False","28","2.7",,"25.00","4/26/2021 2:26 PM","3/17/2026 8:12 AM",,,"17","0","0","1,184","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0089-15","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","Disponible","Activo","False","28","6.2",,"30.00","10/2/2023 11:02 AM","3/17/2026 8:11 AM",,,"17","0","0","440","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0089-19","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","Disponible","Activo","False","28","6.2",,"20.00","12/11/2023 10:52 AM","3/17/2026 8:11 AM",,,"7","0","0","402","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0089-22","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","Disponible","Activo","False","28",,,"20.00","2/6/2024 1:09 PM","3/17/2026 8:11 AM",,,"9","0","0","333","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"1161-07","MS","MOLDE MESON ECO 120X55 BRILLANTE","Disponible","Activo","False","28","22",,"10.00","4/26/2021 2:25 PM","3/17/2026 8:11 AM",,,"14","0","0","193","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0062-40","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","Activo","False","28","4.6",,"30.00","1/18/2023 7:16 AM","3/17/2026 8:10 AM",,,"6","0","0","1,780","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0106-25","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","En reparación","Verdadero","36","12.3",,"45.00","1/24/2023 3:27 PM","3/17/2026 8:10 AM","Desmanchado",,"36","0","0","1,198","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0107-25","MS","MOLDE LAVARROPAS ECO 80X60","Disponible","Activo","False","36","16.2",,"40.00","3/18/2024 9:51 AM","3/17/2026 8:10 AM",,,"18","0","0","679","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0062-56","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","Activo","False","28",,,"30.00","10/8/2024 3:24 PM","3/17/2026 7:32 AM","Desmanchado",,"0","0","0","670","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0062-60","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","Activo","False","28",,,"20.00","10/15/2024 9:37 AM","3/17/2026 7:22 AM",,,"22","0","0","452","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0062-54","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","Activo","False","28",,,"20.00","9/16/2024 9:58 AM","3/17/2026 7:22 AM",,,"21","0","0","692","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0124-30","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","En reparación","Verdadero","36","7.5",,"60.00","4/10/2023 2:25 PM","3/17/2026 7:22 AM","Desmanchado",,"36","0","0","1,533","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0085-13","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","En reparación","Verdadero","28",,,"40.00","7/30/2024 2:28 PM","3/17/2026 7:12 AM",,,"0","0","0","445","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"0107-23","MS","MOLDE LAVARROPAS ECO 80X60","Disponible","Activo","False","36","16.2",,"40.00","2/14/2024 3:06 PM","3/16/2026 6:24 PM",,,"35","0","0","774","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0194-12","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28","8.2",,"73.00","10/4/2023 8:07 AM","3/16/2026 6:24 PM",,,"2","0","0","911","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0062-37","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","Activo","False","28","4.6",,"45.00","10/13/2022 8:20 AM","3/16/2026 6:24 PM",,,"21","0","0","1,743","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0175-36","MS","MOLDE LAVAMANOS OSLO 48X43","Disponible","Activo","False","28","6.7",,"40.00","1/4/2024 2:35 PM","3/16/2026 6:23 PM",,,"7","0","0","815","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0175-34","MS","MOLDE LAVAMANOS OSLO 48X43","Disponible","Activo","False","28","6.7",,"60.00","11/29/2023 1:40 PM","3/16/2026 6:23 PM",,,"4","0","0","889","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0062-66","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","Activo","False","28",,,"20.00","6/26/2025 8:31 AM","3/16/2026 6:23 PM",,,"11","0","0","281","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0062-62","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","Activo","False","28",,,"45.00","2/5/2025 10:10 AM","3/16/2026 6:23 PM",,,"7","0","0","458","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
