"Título","CODIGO MOLDE","DEFECTOS A REPARAR","FECHA ENTRADA","FECHA ESPERADA","FECHA ENTREGA","ESTADO","OBSERVACIONES","Usuario","Recibido","Prioridad","H altura de pestaña","Created","Responsable","Tipo de reparacion","Tipo","ID","espesor_pestana","espesor_bowl","espesor_fondo","espesor_parte_plana","espesor_angulos","espesor_radios","Modified","Created By","Modified By"
"MOLDE LAVAPLATOS KOA 84X56","0180-10","Molde Rayado, Molde Despicado, ","2/3/2026","2/4/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,283","19.00","2/3/2026 6:52 AM","Lina Osorio","Rapida","Molde","40162","0","0","0","0","0","0","2/5/2026 8:19 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 80X60","0107-22","Molde Despicado, Molde con poros, Molde con Acumulación de cera, ","2/3/2026","2/4/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/3/2026 7:28 AM","Lina Osorio","Rapida",,"40165","0","0","0","0","0","0","2/4/2026 9:52 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-47"," Molde con poros, Molde con Acumulación de cera, ","2/3/2026","2/4/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/3/2026 7:30 AM","Lina Osorio","Rapida",,"40170","0","0","0","0","0","0","2/4/2026 1:59 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS SIENA 48X43","205-10","Alargamiento riel molde, ","2/3/2026","2/6/2026","2/4/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,284","44.00","2/3/2026 9:22 AM","Yurany Andrea Ortiz Torres","Especial","Molde","40172","0","0","0","0","0","0","2/4/2026 2:25 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-13","Alargamiento riel molde, ","2/3/2026","2/6/2026","2/4/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,285","50.00","2/3/2026 9:24 AM","Yurany Andrea Ortiz Torres","Especial","Molde","40173","0","0","0","0","0","0","2/4/2026 2:28 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-08","Desmanchado, ","2/3/2026","2/4/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","6.00","2/3/2026 10:13 AM","Lina Osorio","Rapida",,"40174","0","0","0","0","0","0","2/3/2026 12:21 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 94X48","0188-07","Desmanchado, ","2/3/2026","2/4/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/3/2026 11:09 AM","Lina Osorio","Rapida",,"40175","0","0","0","0","0","0","2/3/2026 2:05 PM","Administrador Global","Mantenimiento"
"MOLDE FALDON CATALUÑA","0155-05","Molde Despicado, Molde Rayado, Molde Tallado, ","2/3/2026","2/6/2026","2/9/2026","Entregado",,"Lina Osorio",,"19,286","100.00","2/3/2026 11:41 AM","Lina Osorio","Rapida","Molde","40176","0","0","0","0","0","0","2/9/2026 2:40 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAPLATOS KOA 63X51 1 BOWL","0197-09","Molde Rayado, ","2/3/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,287","16.00","2/3/2026 11:48 AM","Lina Osorio","Rapida","Molde","40177","0","0","0","0","0","0","2/4/2026 8:29 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-57","Molde Rayado, Molde Despicado, ","2/3/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,288","30.00","2/3/2026 11:49 AM","Lina Osorio","Rapida","Molde","40178","0","0","0","0","0","0","2/4/2026 8:30 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-63","Molde Tallado, ","2/3/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,289","30.00","2/3/2026 11:50 AM","Lina Osorio","Rapida","Molde","40179","0","0","0","0","0","0","2/4/2026 8:41 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 80X60","0107-21","Molde Despicado, Conta molde con Acumulación de cera, Exceso de masa en el Contramolde, Contramolde reventado, ","2/3/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,290","60.00","2/3/2026 11:52 AM","Lina Osorio","Rapida","Molde","40180","90","0","0","0","0","0","2/4/2026 9:51 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-73","Molde Rayado, ","2/3/2026","2/4/2026","2/3/2026","Entregado",,"Lina Osorio",,"19,291","30.00","2/3/2026 11:53 AM","Lina Osorio","Rapida","Molde","40181","0","0","0","0","0","0","2/3/2026 3:09 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-51","Molde Despicado, Molde Rayado, ","2/3/2026","2/4/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,292","20.00","2/3/2026 11:56 AM","Lina Osorio","Rapida","Molde","40182","0","0","0","0","0","0","2/5/2026 1:39 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01152","Desmanchado, ","2/3/2026","2/4/2026","2/3/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/3/2026 12:02 PM","Lina Osorio","Rapida",,"40183","0","0","0","0","0","0","2/3/2026 2:04 PM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-02","Molde Rayado, Molde pelado, Molde con poros, ","2/3/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,293","40.00","2/3/2026 12:04 PM","Lina Osorio","Rapida","Molde","40184","0","0","0","0","0","0","2/5/2026 11:44 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS 46X46 BRILLANTE","1205-04","Desmanchado, , ","2/3/2026","2/4/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","28.00","2/3/2026 1:26 PM","Lina Osorio","Rapida",,"40186","0","0","0","0","0","0","2/4/2026 1:00 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-12","Desmanchado, ","2/3/2026","2/4/2026","2/6/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/3/2026 3:06 PM","Lina Osorio","Rapida",,"40194","0","0","0","0","0","0","2/6/2026 10:23 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-28",", Molde Despicado, Molde con Acumulación de cera, Molde con poros, ","2/3/2026","2/4/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/3/2026 3:08 PM","Lina Osorio","Rapida",,"40196","0","0","0","0","0","0","2/4/2026 12:26 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-30","Molde Despicado, Molde con Acumulación de cera, ","2/4/2026","2/5/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 5:11 AM","Lina Osorio","Rapida",,"40197","0","0","0","0","0","0","2/4/2026 12:59 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 80X60","01149","Desmanchado, ","2/4/2026","2/5/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 5:12 AM","Lina Osorio","Rapida",,"40198","0","0","0","0","0","0","2/4/2026 7:42 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-73","Desmanchado, ","2/4/2026","2/5/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 6:42 AM","Lina Osorio","Rapida",,"40199","0","0","0","0","0","3","2/4/2026 7:24 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01150","Desmanchado, ","2/3/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,294","47.00","2/4/2026 6:57 AM","Lina Osorio","Rapida","Molde","40200","0","0","0","0","0","0","2/4/2026 7:02 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-03","Desmanchado, ","2/4/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,295","30.00","2/4/2026 6:58 AM","Lina Osorio","Rapida","Molde","40201","0","0","0","0","0","0","2/4/2026 7:48 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-15","Desmanchado, , ","2/4/2026","2/5/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","0.00","2/4/2026 7:00 AM","Lina Osorio","Rapida",,"40202","0","0","0","0","0","0","2/4/2026 12:57 PM","Administrador Global","Mantenimiento"
"MOLDE PLAQUITA PARA LVM GENOVA 63X48","218-07","Molde Despicado, ","2/4/2026","2/9/2026","2/4/2026","Entregado","Se le veía la fibra ","Sonia Helena  Puerta puerta",,"19,296","10.00","2/4/2026 7:16 AM","Yurany Andrea Ortiz Torres","Especial","Molde","40203","0","0","0","0","0","0","2/4/2026 3:23 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 70X60","1188-01","Molde Despicado, Cambio de silicona, ","2/4/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,297","20.00","2/4/2026 7:28 AM","Lina Osorio","Rapida","Molde","40204","0","0","0","0","0","0","2/4/2026 2:55 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-66","Molde Rayado, ","2/4/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,298","20.00","2/4/2026 7:29 AM","Lina Osorio","Rapida","Molde","40205","0","0","0","0","0","0","2/4/2026 8:37 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-18","Molde Rayado, Molde Tallado, ","2/4/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,299","20.00","2/4/2026 7:30 AM","Lina Osorio","Rapida","Molde","40206","0","0","0","0","0","0","2/4/2026 12:28 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-10","Molde Rayado, Molde Tallado, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,300","40.00","2/4/2026 7:33 AM","Lina Osorio","Rapida","Molde","40207","0","0","0","0","0","0","2/5/2026 2:14 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","0088-08","Desmanchado, ","2/4/2026","2/4/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,301","35.00","2/4/2026 7:44 AM","Lina Osorio","Rapida","Molde","40208","0","0","0","0","0","0","2/4/2026 7:45 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-11","Molde Rayado, Molde Despicado, ","2/4/2026","2/5/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,301","40.00","2/4/2026 7:51 AM","Lina Osorio","Rapida","Molde","40209","0","0","0","0","0","0","2/6/2026 11:17 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-47","Molde Rayado, Contramolde fisurado, Contramolde reventado, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,302","30.00","2/4/2026 7:52 AM","Lina Osorio","Rapida","Molde","40210","0","0","0","0","0","0","2/5/2026 12:37 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 50X50 BRILLANTE","0168-07","Molde Tallado, Molde Despicado, , ","2/4/2026","2/5/2026","2/4/2026","Entregado",,"Lina Osorio",,"19,303","20.00","2/4/2026 7:53 AM","Lina Osorio","Rapida","Molde","40211","0","0","0","0","0","0","2/4/2026 3:20 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-20","Molde con Acumulación de cera, Conta molde con Acumulación de cera, ","2/4/2026","2/5/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,304","45.00","2/4/2026 7:54 AM","Lina Osorio","Rapida","Molde","40212","0","0","0","0","0","0","2/6/2026 7:24 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-22",", Molde Despicado, Molde con poros, ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 8:58 AM","Lina Osorio","Rapida",,"40213","0","0","0","0","0","0","2/5/2026 9:23 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS SIENA 79x48","0184-08","Refuerzo en el herraje del molde, ","2/4/2026","2/9/2026","2/4/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,305","73.00","2/4/2026 9:44 AM","Yurany Andrea Ortiz Torres","Especial","Molde","40214","0","0","0","0","0","0","2/4/2026 11:43 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-03","Molde Despicado, Molde Rayado, , ","2/4/2026","2/5/2026","2/9/2026","Entregado",,"Lina Osorio",,"19,306","30.00","2/4/2026 10:56 AM","Lina Osorio","Rapida","Molde","40215","0","0","0","0","0","0","2/9/2026 11:14 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-07","Molde Rayado, Molde Tallado, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,307","44.50","2/4/2026 10:58 AM","Lina Osorio","Rapida","Molde","40216","0","0","0","0","0","0","2/5/2026 12:05 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-70",", Molde Despicado, Molde Rayado, ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","3.00","2/4/2026 11:27 AM","Lina Osorio","Rapida",,"40217","0","0","0","0","0","0","2/5/2026 9:23 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-29","Molde Despicado, Molde Fisurado, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,308","45.00","2/4/2026 11:33 AM","Lina Osorio","Rapida","Molde","40218","0","0","0","0","0","0","2/5/2026 2:52 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","213-07","Desmanchado, ","2/4/2026","2/5/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","36.00","2/4/2026 12:59 PM","Lina Osorio","Rapida",,"40219","0","0","0","0","0","0","2/4/2026 1:48 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-58","Desmanchado, ","2/4/2026","2/5/2026","2/4/2026","Entregado","Reportado desde app nueva",,,"1","20.00","2/4/2026 1:00 PM","Lina Osorio","Rapida",,"40222","0","0","0","0","0","0","2/4/2026 2:56 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01154","Desmanchado, ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","0.00","2/4/2026 1:01 PM","Lina Osorio","Rapida",,"40223","0","0","0","0","0","0","2/5/2026 12:23 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-20","Exceso de masa en el Contramolde, Molde Despicado, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,309","20.00","2/4/2026 1:03 PM","Lina Osorio","Rapida","Molde","40224","0","0","0","0","0","0","2/5/2026 12:58 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-43","Alargamiento riel molde, , ","2/4/2026","2/6/2026","2/6/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,310","40.00","2/4/2026 2:32 PM","Yurany Andrea Ortiz Torres","Especial","Molde","40225","0","0","0","0","0","0","2/5/2026 10:20 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-14","Molde Despicado, Molde con Acumulación de cera, ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 2:33 PM","Lina Osorio","Rapida",,"40226","0","0","0","0","0","0","2/5/2026 1:16 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-52"," Molde Despicado, Molde con Acumulación de cera, ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 2:35 PM","Lina Osorio","Rapida",,"40227","0","0","0","0","0","0","2/5/2026 1:00 PM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-12","Desmanchado, ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 2:39 PM","Lina Osorio","Rapida",,"40228","0","0","0","0","0","0","2/5/2026 7:04 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-08","Molde Rayado, Molde Tallado, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,311","35.00","2/4/2026 2:59 PM","Lina Osorio","Rapida","Molde","40229","0","0","0","0","0","0","2/5/2026 2:15 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-10","Molde Rayado, ","2/4/2026","2/5/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,312","40.00","2/4/2026 3:01 PM","Lina Osorio","Rapida","Molde","40230","0","0","0","0","0","0","2/6/2026 8:46 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 79X48","0190-20","Molde Rayado, Molde Tallado, ","2/4/2026","2/5/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,313","60.00","2/4/2026 3:02 PM","Lina Osorio","Rapida","Molde","40231","0","0","0","0","0","0","2/6/2026 11:41 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-64","Molde Despicado, ","2/4/2026","2/5/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,314","10.00","2/4/2026 3:05 PM","Lina Osorio","Rapida","Molde","40232","0","0","0","0","0","0","2/6/2026 9:10 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-39","Molde con poros, Exceso de masa en el Contramolde, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,315","45.00","2/4/2026 3:06 PM","Lina Osorio","Rapida","Molde","40233","0","0","0","0","0","0","2/5/2026 2:16 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-36","Exceso de masa en el Contramolde, Molde Despicado, ","2/4/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,316","45.00","2/4/2026 3:07 PM","Lina Osorio","Rapida","Molde","40234","0","0","0","0","0","0","2/5/2026 12:38 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-24","Molde Despicado, Exceso de masa en el Contramolde, ","2/4/2026","2/5/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,317","45.00","2/4/2026 3:08 PM","Lina Osorio","Rapida","Molde","40235","0","0","0","0","0","0","2/6/2026 8:13 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS SIENA 48X43","205-10","Molde Rayado, ","2/4/2026","2/5/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,318","44.00","2/4/2026 3:09 PM","Lina Osorio","Rapida","Molde","40236","0","0","0","0","0","0","2/6/2026 8:24 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAPLATOS KOA 84X56","0180-15","Molde Rayado, Molde Tallado, ","2/4/2026","2/6/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,319","10.00","2/4/2026 3:10 PM","Lina Osorio","Rapida","Molde","40237","0","0","0","0","0","0","2/6/2026 12:49 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS SIENA 79x48","0184-08","Molde Despicado, Molde Rayado, ","2/4/2026","2/6/2026","2/9/2026","Entregado",,"Lina Osorio",,"19,320","73.00","2/4/2026 3:10 PM","Lina Osorio","Rapida","Molde","40238","0","0","0","0","0","0","2/9/2026 3:26 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-03","Molde Rayado, Molde Tallado, Molde Despicado, ","2/4/2026","2/6/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,321","32.00","2/4/2026 3:11 PM","Lina Osorio","Rapida","Molde","40239","0","0","0","0","0","0","2/6/2026 10:25 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","00901","Molde Despicado, Molde con Acumulación de cera, ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/4/2026 5:07 PM","Lina Osorio","Rapida",,"40240","0","0","0","0","0","0","2/5/2026 1:01 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAPLATOS KOA 63X51 1 BOWL","0197-04","Desmanchado, , ","2/4/2026","2/5/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","60.00","2/4/2026 5:40 PM","Lina Osorio","Rapida",,"40241","0","0","0","0","7","0","2/5/2026 1:19 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS QUADRATTO 79X48 BRILLANTE","0069-03","Desmanchado, ","2/5/2026","2/6/2026","2/6/2026","Entregado","Reportado desde app nueva",,,"1","10.00","2/5/2026 6:13 AM","Lina Osorio","Rapida",,"40242","0","0","0","0","0","0","2/6/2026 10:24 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 94X48","0188-05","Desmanchado, ","2/5/2026","2/6/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/5/2026 6:54 AM","Lina Osorio","Rapida",,"40243","0","0","0","0","0","0","2/5/2026 12:48 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-10","Desmanchado, ","2/5/2026","2/6/2026","2/7/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/5/2026 7:20 AM","Lina Osorio","Rapida",,"40244","0","0","0","0","7","0","2/7/2026 7:56 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-36","Desmanchado, ","2/5/2026","2/6/2026","2/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/5/2026 8:48 AM","Lina Osorio","Rapida",,"40245","0","0","0","0","0","0","2/5/2026 9:25 AM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 150X60 V.2 - PERF-CUB","231-04","Molde Nuevo, , , , , , , ","2/5/2026","3/16/2026",,"En espera - Moldes","Se atrasa por ser pieza modelo para modelo.","Brian Stiven Sánchez Hernández",,"19,322","10.00","2/5/2026 9:26 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40246","0","0","0","0","0","0","3/10/2026 1:33 PM","Brian Stiven Sánchez Hernández","Sara María Aguilar Sierra"
"MOLDE BAÑERA CATALUÑA 170X90","1292-02","Desmanchado, ","2/5/2026","2/5/2026","2/5/2026","Entregado",,"Lina Osorio",,"19,323","80.00","2/5/2026 10:46 AM","Lina Osorio","Rapida","Molde","40247","0","0","0","0","0","0","2/5/2026 10:47 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-19","Molde con Acumulación de cera, Molde con poros, ","2/5/2026","2/6/2026","2/6/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/5/2026 1:00 PM","Lina Osorio","Rapida",,"40248","0","0","0","0","0","0","2/6/2026 8:12 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-71","Molde Rayado, ","2/5/2026","2/6/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,323","45.00","2/5/2026 1:21 PM","Lina Osorio","Rapida","Molde","40249","0","0","0","0","0","0","2/6/2026 8:47 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-46","Molde con poros, ","2/5/2026","2/6/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,324","50.00","2/5/2026 1:21 PM","Lina Osorio","Rapida","Molde","40250","0","0","0","0","0","0","2/6/2026 7:26 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-49","Molde con Acumulación de cera, Molde con poros, ","2/5/2026","2/6/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,325","45.00","2/5/2026 1:22 PM","Lina Osorio","Rapida","Molde","40251","0","0","0","0","0","0","2/6/2026 8:25 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-59","Molde Rayado, ","2/5/2026","2/6/2026","2/6/2026","Entregado",,"Lina Osorio",,"19,326","10.00","2/5/2026 1:23 PM","Lina Osorio","Rapida","Molde","40252","0","0","0","0","0","0","2/6/2026 7:25 AM","Mantenimiento","Mantenimiento"
