"Título","CODIGO MOLDE","DEFECTOS A REPARAR","FECHA ENTRADA","FECHA ESPERADA","FECHA ENTREGA","ESTADO","OBSERVACIONES","Usuario","Recibido","Prioridad","H altura de pestaña","Created","Responsable","Tipo de reparacion","Tipo","ID","espesor_pestana","espesor_bowl","espesor_fondo","espesor_parte_plana","espesor_angulos","espesor_radios","Modified","Created By","Modified By"
"MOLDE LAVAMANOS GENOVA 63X48","0193-04","Molde Rayado, Molde Tallado, ","3/4/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,736","58.00","3/4/2026 8:23 AM","Lina Osorio","Rapida","Molde","41119","0","0","0","0","0","0","3/5/2026 12:55 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-31","Molde con Acumulación de cera, Molde Tallado, ","3/4/2026","3/5/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/4/2026 8:52 AM","Lina Osorio","Rapida",,"41120","0","0","0","0","0","0","3/5/2026 12:56 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS SIENA 63x48","0194-22","Desmanchado, ","3/4/2026","3/5/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/4/2026 11:09 AM","Lina Osorio","Rapida",,"41121","0","0","0","0","0","0","3/5/2026 8:20 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-65",", Molde Rayado, Molde Tallado, ","3/4/2026","3/5/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","28.00","3/4/2026 11:10 AM","Lina Osorio","Rapida",,"41122","0","0","0","0","0","0","3/5/2026 1:40 PM","Administrador Global","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE SIN PERF","1160-10","Molde Fisurado, Molde Rayado, ","3/4/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,737","10.00","3/4/2026 11:12 AM","Lina Osorio","Rapida","Molde","41123","0","0","0","0","0","0","3/5/2026 12:31 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-03","Desmanchado, ","3/4/2026","3/5/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/4/2026 11:30 AM","Lina Osorio","Rapida",,"41124","0","0","0","0","0","0","3/5/2026 2:18 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","219-08","Molde Despicado, Molde Rayado, ","3/4/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,738","38.00","3/4/2026 12:41 PM","Lina Osorio","Rapida","Molde","41125","0","0","0","0","0","0","3/5/2026 12:23 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-13","Molde Despicado, Molde Rayado, Molde Fisurado, ","3/4/2026","3/5/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,739","73.00","3/4/2026 12:41 PM","Lina Osorio","Rapida","Molde","41126","0","0","0","0","0","0","3/6/2026 3:06 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 94X48","0188-04","Molde Despicado, Molde Rayado, ","3/4/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,740","100.00","3/4/2026 12:43 PM","Lina Osorio","Rapida","Molde","41127","0","0","0","0","0","0","3/5/2026 11:56 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-18","Molde Despicado, Molde Tallado, ","3/4/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,741","20.00","3/4/2026 12:43 PM","Lina Osorio","Rapida","Molde","41128","0","0","0","0","0","0","3/5/2026 11:06 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-18","Molde Despicado, Cambio de contramolde, Contramolde reventado, ","3/4/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,742","30.00","3/4/2026 12:44 PM","Lina Osorio","Rapida","Molde","41129","0","0","0","0","0","0","3/5/2026 11:55 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 124X48","0183-06","Molde Despicado, Molde Rayado, ","3/4/2026","3/6/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,743","0.00","3/4/2026 12:45 PM","Lina Osorio","Rapida","Molde","41130","0","0","0","0","0","0","3/7/2026 6:34 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","213-13","Desmanchado, ","3/4/2026","3/5/2026","3/4/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/4/2026 1:29 PM","Lina Osorio","Rapida",,"41131","0","0","0","0","0","0","3/4/2026 3:28 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-26","Alargamiento riel molde, ","3/4/2026","3/9/2026","3/6/2026","Entregado","Se le quita la aleta ","Sonia Helena  Puerta puerta",,"19,744","45.00","3/4/2026 2:23 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41132","0","0","0","0","0","0","3/6/2026 1:26 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 94X48","0188-05","Modificación al contramolde, Contramolde reventado, ","3/4/2026","3/10/2026","3/6/2026","Entregado","Se le pega la manija
Puntas de la esquinas en muy mal estado ","Sonia Helena  Puerta puerta",,"19,745","100.00","3/4/2026 2:27 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41133","0","0","0","0","0","0","3/6/2026 9:22 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-24","Molde con Acumulación de cera, ","3/4/2026","3/5/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","60.00","3/4/2026 3:42 PM","Lina Osorio","Rapida",,"41134","0","0","0","0","0","0","3/6/2026 12:39 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-04","Molde Despicado, Molde Rayado, ","3/4/2026","3/5/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/4/2026 5:20 PM","Lina Osorio","Rapida",,"41135","0","0","0","0","0","0","3/5/2026 3:15 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-74","Desmanchado, ","3/4/2026","3/5/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/4/2026 5:20 PM","Lina Osorio","Rapida",,"41136","0","0","0","0","0","0","3/5/2026 8:04 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-52","Molde mate con brillo, ","3/4/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,746","35.00","3/5/2026 7:05 AM","Lina Osorio","Rapida","Molde","41137","0","0","0","0","0","0","3/5/2026 3:01 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS SIENA 79x48","0184-08","Molde Despicado, Molde pelado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,747","73.00","3/5/2026 7:07 AM","Lina Osorio","Rapida","Molde","41138","0","0","0","0","0","0","3/6/2026 1:34 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-10","Molde Rayado, ","3/5/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,748","30.00","3/5/2026 7:09 AM","Lina Osorio","Rapida","Molde","41139","0","0","0","0","0","0","3/5/2026 12:27 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","219-07","Molde Tallado, ","3/5/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,749","38.00","3/5/2026 7:10 AM","Lina Osorio","Rapida","Molde","41140","0","0","0","0","0","0","3/5/2026 2:34 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-03","Molde Despicado, Molde Rayado, ","3/5/2026","3/6/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,750","30.00","3/5/2026 7:13 AM","Lina Osorio","Rapida","Molde","41141","0","0","0","0","0","0","3/5/2026 2:33 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-20","Molde Despicado, Molde Rayado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,751","50.00","3/5/2026 7:14 AM","Lina Osorio","Rapida","Molde","41142","0","0","0","0","0","0","3/6/2026 2:55 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 150X60 V.2 - PERF-CUB","210-03","Desmanchado, , ","3/5/2026","3/6/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/5/2026 7:28 AM","Lina Osorio","Rapida",,"41143","0","0","0","0","0","0","3/5/2026 11:54 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS SIENA 63x48","0194-19","Desmanchado, ","3/5/2026","3/6/2026","3/5/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/5/2026 7:28 AM","Lina Osorio","Rapida",,"41144","0","0","0","0","0","0","3/5/2026 1:55 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS PRO IZQUIERDO 100X60","0179-02","Brrillado molde, Molde Rayado, ","3/5/2026","3/6/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,752","0.00","3/5/2026 7:43 AM","Lina Osorio","Rapida","Molde","41145","0","0","0","0","0","0","3/7/2026 6:52 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS PRO DERECHO 100X60","201-01","Desgelcar, Molde Rayado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,753","35.00","3/5/2026 7:44 AM","Lina Osorio","Rapida","Molde","41146","0","0","0","0","0","0","3/6/2026 1:38 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-13","Molde Rayado, Molde Despicado, Molde Tallado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,754","30.00","3/5/2026 7:45 AM","Lina Osorio","Rapida","Molde","41147","0","0","0","0","0","0","3/6/2026 12:48 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-15","Molde Tallado, Molde Rayado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,755","50.00","3/5/2026 7:46 AM","Lina Osorio","Rapida","Molde","41148","0","0","0","0","0","0","3/6/2026 10:53 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-15","Molde Rayado, ","3/5/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,756","50.00","3/5/2026 7:47 AM","Lina Osorio","Rapida","Molde","41149","0","0","0","0","0","0","3/5/2026 2:35 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","219-03","Molde Rayado, ","3/5/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,757","38.00","3/5/2026 7:48 AM","Lina Osorio","Rapida","Molde","41150","0","0","0","0","0","0","3/5/2026 12:25 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-15","Desmanchado, ","3/5/2026","3/6/2026","3/9/2026","Entregado","Reportado desde app nueva",,,"1","38.00","3/5/2026 8:15 AM","Lina Osorio","Rapida",,"41152","0","0","0","0","0","0","3/9/2026 11:45 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-48",", Molde Despicado, Molde con poros, ","3/5/2026","3/6/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/5/2026 8:34 AM","Lina Osorio","Rapida",,"41154","0","0","0","0","0","0","3/7/2026 11:51 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-60","Molde Rayado, Molde Despicado, ","3/5/2026","3/6/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/5/2026 9:15 AM","Lina Osorio","Rapida",,"41155","0","0","0","0","0","0","3/7/2026 7:12 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-47"," Molde Despicado, Molde con poros, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","38.00","3/5/2026 9:52 AM","Lina Osorio","Rapida",,"41156","0","0","0","0","0","0","3/6/2026 12:08 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-19","Molde Despicado, Molde con Acumulación de cera, Molde con poros, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","3.00","3/5/2026 9:52 AM","Lina Osorio","Rapida",,"41157","0","0","0","0","0","0","3/6/2026 7:47 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-26","Contramolde fisurado, Contramolde reventado, Molde Fisurado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,758","30.00","3/5/2026 10:28 AM","Lina Osorio","Rapida","Molde","41158","0","0","0","0","0","0","3/6/2026 10:29 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-58",", Desmanchado","3/5/2026","3/6/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,759","30.00","3/5/2026 10:28 AM","Lina Osorio","Rapida","Molde","41159","0","0","0","0","0","0","3/5/2026 11:34 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-24","Molde Despicado, Contramolde reventado, Contramolde fisurado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,760","30.00","3/5/2026 10:29 AM","Lina Osorio","Rapida","Molde","41160","0","0","0","0","0","0","3/6/2026 7:48 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS PRO 46X36","0178-06","Molde Rayado, Molde Tallado, ","3/5/2026","3/6/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,761","0.00","3/5/2026 10:31 AM","Lina Osorio","Rapida","Molde","41161","0","0","0","0","0","0","3/7/2026 12:53 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-16","Molde Despicado, Molde Rayado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,762","45.00","3/5/2026 10:32 AM","Lina Osorio","Rapida","Molde","41162","0","0","0","0","0","0","3/6/2026 7:49 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-05","Molde Despicado, Molde Rayado, ","3/5/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,763","32.00","3/5/2026 10:33 AM","Lina Osorio","Rapida","Molde","41163","0","0","0","0","0","0","3/6/2026 2:44 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-14",", Molde Fisurado, Molde Despicado, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","60.00","3/5/2026 11:02 AM","Lina Osorio","Rapida",,"41164","0","0","0","0","0","0","3/6/2026 11:04 AM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 150X60 V.2 - PERF-CUB","210-02","Modificación al molde, Tableado y repinte mediano, , ","3/5/2026","3/27/2026","3/13/2026","Entregado","Modificación de cubierta haceb cristal y fogueo nuevo métodse entrega, falta el curado. ","Sonia Helena  Puerta puerta",,"19,752","40.00","3/5/2026 11:03 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41165","0","0","0","0","0","0","3/13/2026 4:08 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-17","Molde Rayado, Molde Tallado, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/5/2026 11:05 AM","Lina Osorio","Rapida",,"41166","0","0","0","0","0","0","3/6/2026 11:57 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-55","Modificación al molde, ","3/5/2026","3/10/2026","3/6/2026","Entregado","Cambio de heerrje al molde ","Sonia Helena  Puerta puerta",,"19,764","32.00","3/5/2026 11:07 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41167","0","0","0","0","0","0","3/6/2026 9:16 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-46","Molde Despicado, Molde con Acumulación de cera, ","3/5/2026","3/6/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/5/2026 12:23 PM","Lina Osorio","Rapida",,"41168","0","0","0","0","0","0","3/7/2026 10:21 AM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","213-08","Desmanchado, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/5/2026 1:34 PM","Lina Osorio","Rapida",,"41169","0","0","0","0","0","0","3/6/2026 12:10 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-64","Molde Despicado, Molde Rayado, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","38.00","3/5/2026 1:34 PM","Lina Osorio","Rapida",,"41170","0","0","0","0","0","0","3/6/2026 1:54 PM","Administrador Global","Mantenimiento"
"MOLDE MESON ECO 150X55 MATE SIN PERF","00944","Desmanchado, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","20.00","3/5/2026 1:36 PM","Lina Osorio","Rapida",,"41171","0","0","0","0","0","0","3/6/2026 12:42 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","00900",", Molde Despicado, Molde con Acumulación de cera, Molde Rayado, ","3/5/2026","3/6/2026","3/9/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/5/2026 2:09 PM","Lina Osorio","Rapida",,"41172","0","0","0","0","0","0","3/9/2026 8:09 AM","Administrador Global","Mantenimiento"
"MOLDE DANESA 189X113X45","1305-01","Desmanchado, ","3/5/2026","3/5/2026","3/5/2026","Entregado",,"Lina Osorio",,"19,765","40.00","3/5/2026 3:26 PM","Lina Osorio","Rapida","Molde","41173","0","0","0","0","0","0","3/5/2026 3:27 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-25","Molde Despicado, Molde con Acumulación de cera, Molde con poros, ","3/5/2026","3/6/2026","3/6/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/5/2026 4:01 PM","Lina Osorio","Rapida",,"41177","0","0","0","0","0","0","3/6/2026 12:12 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-50","Molde Despicado, Molde con Acumulación de cera, Contramolde reventado, ","3/6/2026","3/7/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/6/2026 6:30 AM","Lina Osorio","Rapida",,"41179","0","0","0","0","0","0","3/7/2026 10:23 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-01","Molde Rayado, Molde Fisurado, ","3/5/2026","3/7/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,765","0.00","3/6/2026 6:41 AM","Lina Osorio","Rapida","Molde","41180","0","0","0","0","0","0","3/7/2026 7:21 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-41","Molde Despicado, Molde Rayado, ","3/6/2026","3/7/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,766","40.00","3/6/2026 6:43 AM","Lina Osorio","Rapida","Molde","41181","0","0","0","0","0","0","3/6/2026 10:46 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-19","Desmanchado, ","3/6/2026","3/7/2026","3/9/2026","Entregado","Reportado desde app nueva",,,"1","30.00","3/6/2026 6:43 AM","Lina Osorio","Rapida",,"41183","0","0","0","0","0","0","3/9/2026 3:46 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-53","Molde Despicado, Molde Fisurado, ","3/6/2026","3/7/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,767","30.00","3/6/2026 6:44 AM","Lina Osorio","Rapida","Molde","41184","0","0","0","0","0","0","3/6/2026 11:59 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-57","Molde Rayado, Molde Tallado, ","3/6/2026","3/7/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,767","30.00","3/6/2026 6:45 AM","Lina Osorio","Rapida","Molde","41185","0","0","0","0","0","0","3/6/2026 1:04 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-55","Molde Rayado, ","3/6/2026","3/7/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,768","30.00","3/6/2026 6:46 AM","Lina Osorio","Rapida","Molde","41186","0","0","0","0","0","0","3/6/2026 10:35 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS BARI 63X48","0163-08","Molde Fisurado, Molde Rayado, ","3/6/2026","3/7/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,769","0.00","3/6/2026 6:47 AM","Lina Osorio","Rapida","Molde","41187","0","0","0","0","0","0","3/7/2026 7:20 AM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","213-10","Desmanchado","3/6/2026","3/7/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,770","75.00","3/6/2026 6:48 AM","Lina Osorio","Rapida","Molde","41188","0","0","0","0","0","0","3/6/2026 1:08 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-06","Molde Rayado, Molde Fisurado, ","3/6/2026","3/7/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,771","30.00","3/6/2026 6:51 AM","Lina Osorio","Rapida","Molde","41189","0","0","0","0","0","0","3/6/2026 12:06 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-02","Molde Despicado, Molde Rayado, ","3/6/2026","3/7/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/6/2026 9:37 AM","Lina Osorio","Rapida",,"41190","0","0","0","0","0","0","3/7/2026 12:52 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-08","Modificación al molde, ","3/5/2026","3/9/2026","3/9/2026","Entregado","Se le quita la aleta ","Sonia Helena  Puerta puerta",,"19,772","32.00","3/6/2026 10:15 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41193","0","0","0","0","0","0","3/9/2026 9:11 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-19","Reparación / cambio de pines, ","3/6/2026","3/10/2026","3/9/2026","Entregado","Se le quita la aleta ","Sonia Helena  Puerta puerta",,"19,773","40.00","3/6/2026 10:22 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41194","0","0","0","0","0","0","3/9/2026 9:19 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-26","Reparación / cambio de pines, ","3/6/2026","3/10/2026","3/9/2026","Entregado","Se le quita la aleta ","Sonia Helena  Puerta puerta",,"19,774","30.00","3/6/2026 10:32 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41195","0","0","0","0","0","0","3/9/2026 9:22 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-39",", Molde Despicado, Molde con Acumulación de cera, ","3/6/2026","3/7/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/6/2026 11:40 AM","Lina Osorio","Rapida",,"41198","0","0","0","0","0","0","3/7/2026 11:43 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-59","Desmanchado, ","3/6/2026","3/7/2026","3/7/2026","Entregado","Reportado desde app nueva",,,"1","0.00","3/6/2026 11:42 AM","Lina Osorio","Rapida",,"41204","0","0","0","0","0","0","3/7/2026 10:12 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-14","Contramolde reventado, Instalación de calzas de contramolde, ","3/6/2026","3/11/2026","3/9/2026","Entregado","Se le quita la aleta ","Sonia Helena  Puerta puerta",,"19,775","35.00","3/6/2026 11:49 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41205","0","0","0","0","0","0","3/9/2026 1:17 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-41","Reparación de flauta, ","3/6/2026","3/11/2026","3/17/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,776","40.00","3/6/2026 11:53 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41206","0","0","0","0","0","0","3/17/2026 1:15 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-08","Modificación al contramolde, ","3/6/2026","3/12/2026","3/6/2026","Entregado","Corrección de cubierta en el contramolde ","Sonia Helena  Puerta puerta",,"19,777","30.00","3/6/2026 11:57 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","41207","0","0","0","0","0","0","3/6/2026 3:06 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-24","Molde Despicado, ","3/6/2026","3/6/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,778","30.00","3/6/2026 12:44 PM","Lina Osorio","Rapida","Molde","41208","0","0","0","0","0","0","3/6/2026 12:45 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-36","Molde Despicado, Molde mate con brillo, Contramolde reventado, Exceso de masa en el Contramolde, ","3/6/2026","3/7/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,778","0.00","3/6/2026 1:02 PM","Lina Osorio","Rapida","Molde","41209","0","0","0","0","0","0","3/7/2026 11:44 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS SIENA 79x48","0184-05","Molde Rayado, ","3/6/2026","3/7/2026","3/6/2026","Entregado",,"Lina Osorio",,"19,779","60.00","3/6/2026 1:05 PM","Lina Osorio","Rapida","Molde","41210","0","0","0","0","0","0","3/6/2026 1:49 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","213-06","Molde Tallado, Molde Rayado, ","3/6/2026","3/9/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,780","44.50","3/6/2026 1:09 PM","Lina Osorio","Rapida","Molde","41211","0","0","0","0","0","0","3/10/2026 10:39 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-09","Molde Rayado, Molde Tallado, , , ","3/6/2026","3/10/2026","3/10/2026","Entregado",,"Lina Osorio",,"19,781","30.00","3/6/2026 1:10 PM","Lina Osorio","Rapida","Molde","41212","0","0","0","0","0","0","3/10/2026 12:13 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-15","Molde Despicado, ","3/6/2026","3/7/2026","3/7/2026","Entregado",,"Lina Osorio",,"19,782","0.00","3/6/2026 1:10 PM","Lina Osorio","Rapida","Molde","41213","0","0","0","0","0","0","3/7/2026 8:28 AM","Mantenimiento","Mantenimiento"
